Unnamed: 0,author,statement,target,BinaryNumTarget,manual_keywords,tweet,5_label_majority_answer,3_label_majority_answer
1321,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@GaryGretarsson @theRealKiyosaki Median income per American worker is 38k, that is 17 an hour. If u tske min wage in 1965 and increased it only using inflation through the years it would be 22.50 an hour today. Everyone making under that is paid minimum wage.",Agree,Agree
1322,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@ObsoleteDogma What fiat money system has ever succeeded. After 50 years of fiat the value of the minimum wage priced in Oz of gold would put the 1.65 minimum wage at the redemption rate would be 0.0427 oz/hr at today's gold price that's &gt;76/hr. Inflation is a highly regressive tax.,Mostly Agree,Agree
1323,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@KrisCummings18 @davidmweissman Do you understand that if the minimum wage kept up with inflation it would be $22.50/hr today? Its currently at $7.25/hr and hasnt changed in 11 years. $15/hr minimum wage isnt extreme at all. It was just voted in by Florida voters and eventually will be everywhere,Mostly Agree,Agree
1324,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@MrNoelJM @heartdonor075 So similar to the minimum wage we may need to keep increasing UBI instead of MW to keep up with inflation. 50 years from now the UBI might jump up to $1,300. Since VAT will also be instituted preventing tax evasion and the Inflation that causes.",Agree,Agree
1325,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@ChristianWalk1r Workers today who are paid the federal minimum wage of $7.25 an hour are, after adjusting for inflation, paid 29 percent less than their counterparts 50 years ago.  We all cant be trust fund babies and live off our parents wealth.",Agree,Agree
1326,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@losgryfog @jsn_vlzqz @ArborEldritch @Jabb3rJ @srslyberserk people were fighting for 15 to be the MINIMUM.

 You must realize with inflation increases, cost of living increases and (most importantly) insane productivity (technology) increases  that the equivalent to minimum wage about 50 years ago would be 20+ dollars an hour?",Mostly Agree,Agree
1327,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@TaxReformExpert @MicheleJeanne3 ""Saw it coming""? I've been hearing it forever. Restaurant bosses have been sitting on that pot for 50 years and have yet to actually take a shit. BTW the minimum wage would be over $15 right now anyway, if it had been adjusted for inflation since 1970.",Mostly Agree,Agree
1328,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@D_Cartwright20 Raising the national minimum wage is well overdue. Workers today who are paid the federal minimum wage of $7.25 an hour are, after adjusting for inflation, paid 29 percent less than their counterparts 50 years ago. This is despite the fact that the economys capacity 1/2",Mostly Agree,Agree
1329,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Natasha12191910 @AOC So your saying you advocate minimum wage to be about $23 as dictated by average inflation over the last 50 years? Or would you say that's not being ""grown up""?",Mostly Agree,Agree
1330,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@kylebrown716 @JoelMcVeagh @war_queer @DaryRezvani @venturecommunis The argument isnt we need to increase min. Wage to $15.00 to match inflation. The argument is, the minimum wage needs to be higher so that its a livable wage. If we went back to 10 years ago, it would be we need to raise the min. Wage to 12.50",Mostly Agree,Agree
1331,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@gcampbell_soup @_kiannaS_ @paholalola @chipdudeag @MarkrhH99 @iamsashakae Friendly reminder that if the minimum wage did adjust with inflation the past 50 years the minimum wage would be about $25 right now,NO MAJORITY,Agree
1332,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@blktinabelcher I worked in grocery stores for years. When I moved into tech I made $16/ hr despite living in austin. Now in LA I work in tech and I make $24.50. All of those are below what the minimum wage should be based on inflation. Shit sucks.,NO MAJORITY,Agree
1333,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Everything went up, we are taxed more, inflation went up but the wages are at the very least a decade behind. You have to roll your eyes when a provincial gov announces a 25-50 cent every 2-3 years on the minimum wage.

@ErinOTooleMP",Mostly Agree,Agree
1334,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","For reference, in 2019, the Act would set the minimum wage to $32537 annually$15.64/hrbased on the supposed living wage for a family of four with two children under age 18.

Then:  follow inflation, like minimum wage has followed for 50 years.",NO MAJORITY,Disagree
1335,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@SenSanders Fight back by removing things they love like their wealth. Put caps on wages at $200 an hour. Minimum wage can stay at $10 for a child living at home but a 50 year working same job for 20 years should have work time tax credits or minimum yearly pay bumps tied to inflation +.25,Agree,Agree
1336,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@BearinatorBear @herosnvrdie69 Hate to break it to you chief but the federal minimum wage hasnt been raised since 2009 and inflation still went up the past 11 years.
Also Id rather a 15 year old that knows how to run the register than some 50 year old that cant find the enter button. Kids learn faster",Mostly Agree,Agree
1337,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@Enquirer 44 years ago the minimum wage was $2.50. FORTY.  FOUR. YEARS. How much has inflation gone up in the last 44 years? I dare say more than $6.80 an hour. @LeaderMcConnell @SenSchumer @SpeakerPelosi @GOPLeader ????,NO MAJORITY,Agree
1338,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@carmelohdrama @JustEsBaraheni If you go back 50 years and then adjust that minimum wage for inflation you'd be at like $25-30.,NO MAJORITY,Agree
1339,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@chelseahandler You are lost. $15/hr minimum wage causes inflation. Which means the price of everything else will go up too including food. Over the last 50 years every time minimum-wage went up so did the cost of living there for nothing really changes  youve been Hollywood to long,NO MAJORITY,Agree
1340,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@Q13FOX Yes! Rich people need to actually pay their taxes as well as corporations too! Taxes on ultra wealthy have declined by over 50% with respect to inflation from the past 50 years. Corporations only pay around 11-13% tax through loop holes while minimum wage is taxed 16-17%. Tax now,Mostly Agree,Agree
1341,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@saj9291113 @smubpublius You don't know that since 2009 and after inflation the federal minimum wage has dropped 17% since 2009 and 31% since 1968. At current minimum wage today have $6,800 less per year to spend on food, rent, and other essentials than 50 years ago.

There needs to be better jobs/wages.",NO MAJORITY,Agree
1342,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@sndw0 @McDuff73 @RazzaDazza @JohnRentoul @AndyMcDonaldMP Why should massive corporations get away with paying minimum wage?

10 p/hr was Labour policy two years ago, inflation hasn't gone up that much to warrent a 50% hike.",NO MAJORITY,Agree
1343,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@RBReich $15 x 40 hrs/week = $600.
I remember the time two years ago when I received a raise to this $15 an hour. It calculates to about the same buying power, using an inflation calculator, as I made when I was 16, making minimum wage of $3.50/hr.",Mostly Agree,Agree
1344,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@ReasonImLiberal @Eggymceggerson3 But even if it is over the next four to five years, inflation will jump up drastically each time minimum wage goes up... Minimum wage usually goes up like 50 cents to a dollar an hour maybe every 10 years if we're lucky and inflations already been going up, I know exactly, watch",Mostly Agree,Agree
1345,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Ya_Boi_Striker @Hazardpaynation @brockaletti @w_terrence @realDonaldTrump Well, yeah. That's inflation  But the minimum wage was raising steadily until 2009, 11 years ago. It's time to make a change. $7.50 is not a living wage, hell $7 an hour is enough to get you on food stamps",Mostly Disagree,Disagree
1346,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","The minimum wage in 1990 was $3.80. With inflation, that would $7.50 in todays money, 25 cents more than the current minimum in most states, and Wyomings is only $5.15. Meanwhile things are more expensive than 30 years ago but people are expected to live on less income.",Agree,Agree
1347,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@fenderjazz77 @caitoz In the last 50 years of minimum wage increased every increase was followed by a decrease in inflation rates, there were only 3 exceptions, one was before the 2008 crash.",Agree,Agree
1348,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@JosephNSanberg Which, btw, is no small thing at all. If 1 person worked minimum wage those 60 years (not realistic, but bear with me)...

40 hrs x 50 weeks x 60 years x the $7.87 they should be owed = $944,000 more in earnings.

An average of ~$16k more per year, just by keeping up w/ inflation",Mostly Agree,Agree
1349,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Venezuela's year-on-year inflation is 1,743%, according to the Venezuelan Finance Observatory. A minimum wage salary is barely $2.50 per month.
""I think hyperinflation is too strong, this is already the third reconversion, This one will last three or four years, maybe less.""",Agree,Agree
1350,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Gradually raising minimum wage to $15 over the next 6 years is long overdue. The federal minimum wage is 7.25, after adjusting for inflation these workers are paid 29% less than their counterparts were making 50 years ago. If it kept pace since 1968 it should be $20 today.",Mostly Agree,Agree
1351,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","The problem with any discussion about the minimum wage is that inflation has ruined the value of the dollar over the past fifty years. People see $11.50, and depending on how old you are, that might seem like a lot of money.",Agree,Agree
1352,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@bignizo @JjSubstrate @Forbes What evidence suggests that the cost of products goes up when the minimum wage goes up? Ive seen nothing to support that.

If we had raised the minimum wage with inflation over the last 50 years, it would be like $20 now. Instead, it is now so low that it is poverty.",Mostly Agree,Agree
1353,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Lex_Icon22 @IanOxford2 @DonaldJTrumpJr I will say that pay hasn't kept up with inflation.  Probably wouldn't hurt to raise the minimum wage to create a higher pay floor. In theory, salaries should increase overall. Why am I paying 50 percent more for a meal from 10 years ago? Tips are more..",Mostly Agree,Agree
1354,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@SenSanders @JoyAnnReid 1) The minimum wage should be pushed to $31.50/hr over the next 10 years, and from there pegged to inflation.  That is what it costs for a single person working 40 hrs/week to live a basic lifestyle w/o roommates after taxes in an average cost of living region.",Mostly Agree,Agree
1355,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@kingcman204 the minimum wage has not been adjusted for inflation for over 10 years and is LOWER than it was in 1968, while the average cost of tuition has increased by over 3,000% in the last 50 years alone",NO MAJORITY,Agree
1356,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@waitmanb Wouldn't the minimum wage in the US, if it were to be adjusted for inflation to be the same it was like 50 years ago, be something like $35? I recall reading that a few months back. We're fighting over crumbs and people aren't willing to give even an inch. Ludicrous",NO MAJORITY,Agree
1357,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@FilosofiaCubano @A_bubbly_boi @petercoffin 54% of american adults read at or below a ""6th grade level""

minimum wage cant pay for rent anywhere in the us

minimum wage literally hasnt gone up in 20 yrs and adjusted for inflation of staple goods and general consumer buying power has been going down for 50 years",Agree,Agree
1358,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",BUDGET MEASURES: Minimum wage will be 7.50 per hour and will go up in line with inflation for next five years.,Agree,Agree
1359,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Let's look at minimum wage over the years bc I'm curious

Original minimum wage/ value today per inflation 

1938: 25 cents /$4.45

1950: 75 cents /$8.14

1970: $1.50 / 10.11 aka more than we get

1990: $3.80 / 7.61 

2000: $5.15 / 10.31

2021: $7.25",Agree,Agree
1360,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Topshelf_Gov @DanPriceSeattle And $7155 in 1970 is worth $47,780.09 today. 

If you want to argue that minimum wage should be indexed to Inflation, or that Jeff Bezos is a crook that should pay his employees more, you are preaching to the choir.

But my point is that costs have been spiraling up for 50 years.",NO MAJORITY,Agree
1361,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@RepSwalwell Now do minimum wage.  Increase $1.75 immediately, then $2 per year for the next 3 years, then .50 every six months until it is at $20, then tie to inflation",Mostly Disagree,Disagree
1362,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@BrockMiller271 @ColbyVancamp @_waleedshahid Ur argument is incomplete though. Minimum wage has not had a great impact on inflation as many studies show inflation has outpaced the the minimum wage by leaps and bounds. COL has grossly outpaced the minimum wage for 50 years!,NO MAJORITY,Agree
1363,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","If this government really wants to reduce the effect of inflation on minimum wage earners, they should be more proactive and not hypocritical. You borrowed in 5 years more than the country had borrowed in 50+ years and have not made a single refinery work despite your promise.sic",NO MAJORITY,Agree
1364,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@sleazycmartini Congress laws for economy have not kept up with inflation and are way behind for livable and minimum wage. Minimum wage 40-50 years ago meant one person could work a minimum wage job and be able to support a family. Theyd be homeless today. People are trapped in a cycle of debt,Agree,Agree
1365,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@L7tothemax US income inequality is highest its been in 50 years. Minimum wage has not been adjusted in proportion to the inflation rate. A dollar today wont buy you what its adjusted equivalent could 60 years ago. Our president is a literal pile of shit. There's 3 of the many reasons lol.,Agree,Agree
1366,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@RBReich Supporters of a $15/hr US minimum wage should drive home the point that, if it was indexed to inflation for the last 50 years, the min wage would actually be about $24/hr! $15/hr is a compromise amount.",Mostly Agree,Agree
1367,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@was_at_crows @WillieDJenkins1  $14/hr = $10.50/hr 

Even here in South Carolina, this isn't a livable wage. US Minimum wage hasn't changed since 2009, while inflation keeps chugging along. Food prices have risen ~40% in 10 years, and rent has increased 60% in or more in that same time.",Mostly Agree,Agree
1368,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@RDevarone @usmarin57058489 @sushai5 @Robby_Current @AP You do realize that if in the 80s we linked minimum wage to inflation and productivity, minimum wage would be $26/hr right now. What this is, is the effect of dipshittery and laziness from the American government for 50 years and it's now become a major problem.",Agree,Agree
1369,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",The $15 minimum wage is going to become an $11 minimum wage means tested in 50 years and then adjusted to inflation less 5% so that it regresses back to where we are today,Agree,Agree
1370,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@StickmanSouza @NickKnudsenUS @MeidasTouch A burrito increased 7% over 6 years, basically in line with inflation.

If you made minimum wage, your raise was only 3.5% - less if you made more.

Double minimum wages and that $8.50 burrito could jump to $10+ overnight.

Increase wages AND give SS folks a *real* COLA.

[==*==]",Agree,Agree
1371,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Minimum wage should be tied to the cost of housing, which has dramatically outstripped inflation over the last 50 years",Agree,Agree
1372,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@TwoSocksBobby Its not adjusted for rate of productivity, its adjusted for inflation.  Would be $23 to have the same minimum wage to purchasing power ratio. We dont produce more than we did 40 years ago per capita

I could see it working if we raised the minimum wage 50 cents to $1 per year",Mostly Agree,Agree
1373,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Underma18471373 @SergeyPsh @AP_Oddities So what? It's not about minimum wage. It's about the average wage/earnings, specifically the raising amount of money in circulation. More money is in circulation today than 10, 20, 50 years ago. 
That's textbook inflation.
Hence why you spend more in a year, than your parents did",Agree,Agree
1374,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Going from 7.25 to 12.50 over 3 years would mean 210.00 a week more in the pockets of full time minimum wage workers.

Don't tell me 840 a month extra wouldn't help. 

Index it to inflation and keep it moving.",Agree,Agree
1375,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",Do you not have eyes to realize the prices of goods have always gone up and continue to do so. Minimum wage should be raised prices have been going up for 50 years your inflation will be insane argument is fucking invalid.,Agree,Agree
1376,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@Nayrlinda @rat_in_a_hat_ @everlovinaddie @nytimes And ur ignoring the fact that 75% of Americans have less than $1000 in savings. About 50% of Americans have $0 in savings. And these are numbers from BEFORE the pandemic. Minimum wage hasnt changed in 11 years but inflation has devalued the $$ by 25% in that timeframe...,Mostly Agree,Agree
1377,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@BillSekerak @SoGawdAwful @cons_owned $15 is supposed to be a living wage, but it's taken so long for us to actually get it that it isn't any longer. Now it should be like $20. The number isn't made up, it's based on cost of living and inflation. The minimum wage currently is worth less than it was 50 years ago.",Mostly Agree,Agree
1378,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@F1sT @DixonYamouf @ice_cold_killa8 If minimum wage increase with inflation over the last 50 years we would be sitting at a $25 an hour minimum wage. Just some food for thought.,Agree,Agree
1379,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@KHQA If you go back ~50 years, minimum wage was the equivalent of ~$12. I think federal should be $12 now, but tied to inflation in the future. Individual states and cities can mandate higher, but that should be the minimum.",Mostly Agree,Agree
1380,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@AtWarWithWolf @michele6952 @GovernorTomWolf @CDCgov No they werent able to pay their bills before this. Because of 59 years of inflation with no ride of minimum wage, the cost of living requires a wage of now 22.50. Do some research before opening your mouth",Agree,Agree
1381,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Laws0fLove @Tecumseh_1 @GwenGoodham @ChrisDartCOTF @Unifor597 You understand you could increase the minimum wage something like $0.25/ or $0.50/year instead of by dollars every few years, and it would progressively better match inflation while having a reduced detrimental impact on employers than the infrequent increases, right?",NO MAJORITY,Agree
1382,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@RobbStoneStar @JosephNSanberg @wendellpotter $23 is more than a living wage (it's $21 from 1950, 1960, 1968, using per-capita GDP and 2019 figures; $24.50 using the intervening years, e.g. 1961).

Stop saying living wage. Living wage is adjusted to inflation; 1960 adjusted to inflation gives you 2009's minimum wage.",Agree,Agree
1383,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@KimSwink @NickKnudsenUS @d1Vinman Good point. Why settle for the middle?? You are spot-on with the number too. I read that today's minimum wage would be $24/hr, if it had increased along with inflation for the past 50 years.",Agree,Agree
1384,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",A raise in minimum wage DOES NOT EQUAL a raise in inflation. The minimum wage hasn't been kept up with inflation in 50 YEARS. Educate yourself and learn how inflation works. The economy won't collapse if we bring essential workers out of poverty geez!,Agree,Agree
1385,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@BairLil @JohnFetterman Different issue. The poverty rate has essentially unchanged in 40 years, &amp; is lower than in the 50's-mid 60's. All while minimum wage hasn't increased w/inflation. So no correlation.
How about working on school choice, decreasing single parent families, lower drug use to start.",Agree,Agree
1386,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@VaushV Increased productivity + inflation combined with the widening percentage gap of worker to owner/shareholder pay puts our minimum wage from 50 years ago in the $20+ equivalent range. Not rocket science dork.,Mostly Disagree,Disagree
1387,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@justarussianbot @9NEWS Ceo pay has gone up 3,000% over the past 50 years while minimum wage has actaully decreased when adjusted for inflation.",Agree,Agree
1388,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@choplin_scott People who have seen their earning power relative to inflation dramatically decrease over the last 50 years.

Again, this is small fry business. Other countries have that as a global minimum wage and their Big Macs arent any more expensive.",Agree,Agree
1389,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation",@Jason @McDonalds @Walmart @amazon @DoorDash This assumes the federal minimum wage was set to an appropriate level in 2009. With inflation alone its worth less today than 50+ years ago. Adding in worker productivity and other metrics 7 years to $14 is far too slow. $15 federal by 2024 is a minimum.,Mostly Agree,Agree
1390,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@DonCiappelletto @PaulSorrentino3 @jettrojett @SpeakerPelosi Increasing minimum wage? When?  30 years ago?  If you factor in inflation, increased productivity -we work harder &amp; machines help-it should be $22.50 an hour. She failed.",Mostly Agree,Agree
1391,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@Zebop @IJefTomI Rental properties go co-op when people can afford houses. 

Minimum wage isnt raising with inflation. 

If you are to compare wages to 50 years ago, todays wage makes and equivalent of $6800 less.",Agree,Agree
1392,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Minimum wage hasnt kept up with inflation either. The real value of the federal minimum wage has dropped 17% since 2009 and 31% since 1968. Workers earning the federal minimum wage today have $6,800 less per year to spend on food, rent, and other essentials than 50 years ago.",NO MAJORITY,Agree
1393,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@e_cope95 In the last 5 years, FL minimum wage has increased about 50 cents, whereas the cost of living has raised about 10%, equating to almost $4000 higher now than 2015. So the minimum wage is not keeping up with inflation already. Inflation happens with or without increasing minimum",Mostly Agree,Agree
1394,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","@ChristianBarr0w @CANZUK Poor them. Nobody gives a fuck about me.
Unskilled immigration has been contributing towards stagnant wages in care work. Wages have risen 71p in 16 years. Let's see how they manage now they can't just replace us.
Inflation adjusted minimum wage should be 11.50 since 2004.",Mostly Agree,Agree
1395,Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.",True,1.0,"50 years, minimum wage, inflation","Adjusted for inflation, the federal minimum wage is worth less than 50 years ago. Theres a reason why your grandpa could go to work at the deli counter and grandma could stay home and diddle herself and yall could still buy a 3 bedroom home and live comfortably",Mostly Agree,Agree
